LOB,CoverageCode,CoverageName,VariableCode,VariableName
CA7Line,CA7PersonalInjuryProtection,Personal Injury Protection,CA7MedicalExpenseBenefitsAsSecondaryOption4,V. Medical Expense Benefits-As-Secondary Option
CA7Line,CA7PersonalInjuryProtection,Personal Injury Protection,CA7LimitOfInsPerPersonPerAccident,"Limit Of Insurance Per Person Per Accident"""""
CA7Line,CA7PersonalInjuryProtection,Personal Injury Protection,CA7IncomeContinuation1,Income Continuation Limit Per Person
CA7Line,CA7PersonalInjuryProtection,Personal Injury Protection,CA7MedicalExpenses7,Medical And Hospital Expenses Limit Per Person
CA7Line,CA7PersonalInjuryProtection,Personal Injury Protection,CA7WorkLossWillNotBeProvidedForTheNamedInsuredAge6,"Work loss will not be provided for the Named Insured age 65 or older, or age 60 or older, if retired and receiving a pension"
CA7Line,CA7PersonalInjuryProtection,Personal Injury Protection,CA7ApplicableTo,Applicable To
CA7Line,CA7PersonalInjuryProtection,Personal Injury Protection,CA7Ded118,"The named insured"" and"
CA7Line,CA7PersonalInjuryProtection,Personal Injury Protection,CA7MedicalExpenses6,"When indicated to the left, medical expense benefits applicable to:"
CA7Line,CA7PersonalInjuryProtection,Personal Injury Protection,CA7NameOfPersons,Name Of Persons For Exclusion Of Medical Expenses
CA7Line,CA7PersonalInjuryProtection,Personal Injury Protection,CA7CovType103,Coverage Type
CA7Line,CA7SDAutoDisabilityPPT,Private Passenger Auto Death Benefits And Disability Coverages Detail Disability,CA7DisabilityBenefitsWeeks,Disability Benefits Weeks
CA7Line,CA7SDAutoDisabilityPPT,Private Passenger Auto Death Benefits And Disability Coverages Detail Disability,CA7DisabilityMax52WeeksLimitOfInsWeeklyIndemnity,B. Disability Maximum 52 Weeks Limit Of Insurance Weekly Indemnity
CA7Line,CA7SDAutoDisabilityPPT,Private Passenger Auto Death Benefits And Disability Coverages Detail Disability,CA7DisabilityBenefitsDescription,Disability Benefits Description
CA7Line,CA7FellowEmplCovForDesignatedEmplsPoss,Fellow Employee Coverage For Designated Employees/Positions,CA7ManualPremium33,Manual Premium
CA7Line,CA7COAndMDChangesInPolicyCollisionCovInMexico,Maryland Changes - Collision Coverage In Mexico,NA,NA
CA7Line,CA7LossPayableClauseAudioVisualAndDataElectrEquSPV,"Loss Payable Clause - Audio, Visual And Data Electronic Equipment Coverage Added Limits",CA7Limit20,"Per Loss"" Limit"""
CA7Line,CA7LossPayableClauseAudioVisualAndDataElectrEquSPV,"Loss Payable Clause - Audio, Visual And Data Electronic Equipment Coverage Added Limits",CA7LossPayeeName2,Loss Payee
CA7Line,CA7LossPayableClauseAudioVisualAndDataElectrEquSPV,"Loss Payable Clause - Audio, Visual And Data Electronic Equipment Coverage Added Limits",CA7LossPayPerLossLimSPV_Ext,"Per Loss"" Limit"""
CA7Line,CA7TXIncreasedLmtsOthThanDesignatedDriversMedPaTTT,Truck Increased Limits Other Than Designtd Driver Medical Payments,CA7Limit56,Auto Medical Payments Limit Of Insurance (Each Person)
CA7Line,CA7TXIncreasedLmtsOthThanDesignatedDriversMedPaTTT,Truck Increased Limits Other Than Designtd Driver Medical Payments,CA7ManualPremium85,Manual Premium
CA7Line,CA7LinePerInjProt_Ext,Personal Injury Protection,CA7LinePerInjProRatBas_Ext,Rating Basis
CA7Line,CA7LinePerInjProt_Ext,Personal Injury Protection,CA7LinePerInjProLim_Ext,Limit
CA7Line,CA7GarageAddedPersonalInjuryProtectionEndorsemeGRD,Added Personal Injury Protection,NA,NA
CA7Line,CA7SpecialTypesVolunteerHiredAutoSPV,Volunteer Hired Autos,NA,NA
CA7Line,CA7LmtdContractualLiabCovForPersonalAndAdvertisin2,Limited Contractual Liability Coverage For Personal And Advertising Injury,CA7ManualPremium183,Manual Premium
CA7Line,CA7PublicTransportationPersonalInjuryProtectio3PBT,Public Transportation Personal Injury Protection Endorsement Work Loss Cov,CA7WorkLoss2,Work Loss - As stated in the Limit of Insurance
CA7Line,CA7VehiclePropertyProtectionInsuranceSPV,Special Types Property Protection,CA7Ded68,Deductible
CA7Line,CA7VehiclePropertyProtectionInsuranceSPV,Special Types Property Protection,CA7CovType67,Property Protection Insurance Coverage
CA7Line,CA7NonOwnedAutoUnderinsuredMotoristsNOA,Non Owned Auto Underinsured Motorists,CA7CovStatus33,Underinsured Motorists Coverage
CA7Line,CA7TruckAutoLoanLeaseGapTTT,Auto Loan/Lease Gap,NA,NA
CA7Line,CA7ExclOrExcessCovHazardsOtherwiseInsuredTTT,Exclusion Or Excess Coverage Hazards Otherwise Insured,CA7DateOtherInsuranceEnds3,Date Other Insurance Ends
CA7Line,CA7ExclOrExcessCovHazardsOtherwiseInsuredTTT,Exclusion Or Excess Coverage Hazards Otherwise Insured,CA7Limit17,Limits Of Insurance
CA7Line,CA7ExclOrExcessCovHazardsOtherwiseInsuredTTT,Exclusion Or Excess Coverage Hazards Otherwise Insured,CA7Excl3,Covered Autos Liability Coverage Exclusion
CA7Line,CA7AdditionalInsuredGeneralLiabCovsCoOwnerOfInsur1,Additional Insured - General Liability Coverages - Co-Owner Of Insured Premises,NA,NA
CA7Line,CA7DOCCovBroadCovForNamedIndCBI_Ext,Drive Other Car Cov Broadened Cov For Named Individuals Compulsory Bodily Injury,CA7DOCCovBCForNamIndCBILimit_Ext,Limit
CA7Line,CA7NonOwnedAutoUninsuredMotoristsNOA,Non Owned Auto Uninsured Motorists,CA7CovStatus19,Uninsured Motorists Coverage
CA7Line,CA7NYMutualAidEndorsementSPV,New York Mutual Aid Endorsement,CA7LimitText47,Limit Of Insurance
CA7Line,CA7VehicleAdditionalPIP1,Additional PIP Coverage,CA7AdditionalFuneralExpense,Added Funeral Expenses
CA7Line,CA7VehicleAdditionalPIP1,Additional PIP Coverage,CA7AdditionalPIPCovType,Additional Personal Injury Protection Coverage
CA7Line,CA7VehicleAdditionalPIP1,Additional PIP Coverage,CA7AdditionalPIPWorkLossOrSurvivorsIncomeLossPerWe,Added Work Loss Or Added Survivors Income Loss Per Week
CA7Line,CA7VehicleAdditionalPIP1,Additional PIP Coverage,CA7AdditionalReplacementServices,Added Replacement Services Loss Or Survivors Replacement Services Loss Per Day
CA7Line,CA7VehicleAdditionalPIP1,Additional PIP Coverage,CA7AdditionalPIPAggLimit,Added Aggregate Limit
CA7Line,CA7NYSupplementalSpousalBILiabCov,New York Supplemental Spousal Liability,NA,NA
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7IdentificationMotorSerialNumber,"Identification, Motor, Serial Number"
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7Endorsement21,Endorsement 2
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7InstallmentPaymentsAmountOfEach,Installment Payments Amount of Each
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7RetailPurchaserStreet,Retail Purchaser Street
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7AutoNumber31,Auto 3
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7AutoNumber11,Auto 1
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7UnpaidBalanceDue,Unpaid Balance Due
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7InstallmentPaymentsNumber,Installment Payments Number
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7UseWillBeBusinessAndPleasureUnlessOtherwiseSta1,"Use will be business and pleasure, unless otherwise stated"
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7AmountOfFinalInstallment,Amount of Final Installment
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7RetailPurchaserTownAndState,Retail Purchaser Town and State
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7Endorsement1,Endorsement 1
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7DueDate,Due Date of Final Installment
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7RetailPurchaser,Retail Purchaser
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7PurchasedMonthYear,"Purchased Month, Year"
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7Price,Purchased Price
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7YearOfModel6,Year of Model
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7NewOrUsed,Purchased New or Used
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7YearMakeModelBodyType,"Year, Make, Model, Body Type"
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7AutoNumber41,Auto 4
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7AutoNumber21,Auto 2
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7RepresentedBy,Represented by
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7Total,Total
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7DescriptionOfPayments,Description of Payments
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7Auto,Auto
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7BodyType6,Body Type
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7Model,Model
CA7Line,CA7SingleInterestAutomobilePhysDamageInsuranceIndi,Single Interest Automobile Physical Damage Insurance Policy (Individual Policy Form),CA7Make,Make
CA7Line,CA7HiredAutoPropertyDamage_Ext,Hired Auto Property Damage,HiredAutoPropertyDamageLimit,Limit
CA7Line,CA7HiredAutoPropertyDamage_Ext,Hired Auto Property Damage,HiredAutoPropertyDamageDeductible,Deductible
CA7Line,CA7VehicleMedPay,Medical Payments,CA7LimitText1,Medical Payments Limit
CA7Line,CA7ZoneRatedTruckPersonalInjuryProtectionEndorseme,Personal Injury Protection,CA7AnyMotorVehicleOwnershipAcquiredByYou5,Any motor vehicle designated in the Declarations of the policy by the letters P.I.P. and a motor vehicle the ownership of which is acquired during the policy period by you as a replacement therefor
CA7Line,CA7ZoneRatedTruckPersonalInjuryProtectionEndorseme,Personal Injury Protection,CA7AnyPrivatePassengerAutoOwnedByYou5,"Any private passenger auto"" owned by you"""
CA7Line,CA7ZoneRatedTruckPersonalInjuryProtectionEndorseme,Personal Injury Protection,CA7MedicalExpenseOther11,Other Description
CA7Line,CA7ZoneRatedTruckPersonalInjuryProtectionEndorseme,Personal Injury Protection,CA7WorkLossOther11,Other Description
CA7Line,CA7ZoneRatedTruckPersonalInjuryProtectionEndorseme,Personal Injury Protection,CA7AccidentalDeathOwnedAutoOwnedByYou5,Owned by You (Accidental Death Benefit)
CA7Line,CA7ZoneRatedTruckPersonalInjuryProtectionEndorseme,Personal Injury Protection,CA7AccidentalDeathOwnedAutoUnderCovForm11,An owned 'auto' under the Coverage Form's Covered Autos Liability Coverage (Accidental Death Benefit)
CA7Line,CA7ZoneRatedTruckPersonalInjuryProtectionEndorseme,Personal Injury Protection,CA7WorkLossOwnedAutoOwnedByYou5,Owned by You (Work Loss)
CA7Line,CA7ZoneRatedTruckPersonalInjuryProtectionEndorseme,Personal Injury Protection,CA7AnyAutoOwnedByYou5,"Any auto"" owned by you"""
CA7Line,CA7ZoneRatedTruckPersonalInjuryProtectionEndorseme,Personal Injury Protection,CA7WorkLossOwnedAutoUnderCovForm11,An owned 'auto' under the Coverage Form's Covered Autos Liability Coverage (Work Loss)
CA7Line,CA7ZoneRatedTruckPersonalInjuryProtectionEndorseme,Personal Injury Protection,CA7AnyMotorVehicleLicensePlateIssuedToYou5,Any motor vehicle to which are attached dealer's license plates issued to you
CA7Line,CA7ZoneRatedTruckPersonalInjuryProtectionEndorseme,Personal Injury Protection,CA7MedicalExpenseOwnedByYou11,Owned by You (Medical Expenses applies)
CA7Line,CA7ZoneRatedTruckPersonalInjuryProtectionEndorseme,Personal Injury Protection,CA7MedicalExpensePrivatePassengerOwnedByYou11,A 'private passenger auto' owned by you (Medical Expenses)
CA7Line,CA7ZoneRatedTruckPersonalInjuryProtectionEndorseme,Personal Injury Protection,CA7AccidentalDeathOwnedAutoOther5,Other Description
CA7Line,CA7ZoneRatedTruckPersonalInjuryProtectionEndorseme,Personal Injury Protection,CA7MedicalExpenseOwnedAutoUnderCovForm11,An owned 'auto' under the Coverage Form's Covered Autos Liability Coverage (Medical Expenses)
CA7Line,CA7ChangesCancellationForOversizedVehicles,New Jersey Changes - Cancellation For Oversized Vehicles,NA,NA
CA7Line,CA7TerrorismOthThanColSPV_Ext,Terrorism - Other Than Collision,NA,NA
CA7Line,CA7PrivatePassengerPersonalInjuryProtectionEndoPPT,Personal Injury Protection,CA7WorkLossOther7,Other Description
CA7Line,CA7PrivatePassengerPersonalInjuryProtectionEndoPPT,Personal Injury Protection,CA7AnyAutoOwnedByYou1,"Any auto"" owned by you"""
CA7Line,CA7PrivatePassengerPersonalInjuryProtectionEndoPPT,Personal Injury Protection,CA7MedicalExpenseOwnedByYou7,Owned by You (Medical Expenses applies)
CA7Line,CA7PrivatePassengerPersonalInjuryProtectionEndoPPT,Personal Injury Protection,CA7AnyPrivatePassengerAutoOwnedByYou1,"Any private passenger auto"" owned by you"""
CA7Line,CA7PrivatePassengerPersonalInjuryProtectionEndoPPT,Personal Injury Protection,CA7AccidentalDeathOwnedAutoOwnedByYou1,Owned by You (Accidental Death Benefit)
CA7Line,CA7PrivatePassengerPersonalInjuryProtectionEndoPPT,Personal Injury Protection,CA7AccidentalDeathOwnedAutoUnderCovForm7,An owned 'auto' under the Coverage Form's Covered Autos Liability Coverage (Accidental Death Benefit)
CA7Line,CA7PrivatePassengerPersonalInjuryProtectionEndoPPT,Personal Injury Protection,CA7AccidentalDeathOwnedAutoOther1,Other Description
CA7Line,CA7PrivatePassengerPersonalInjuryProtectionEndoPPT,Personal Injury Protection,CA7MedicalExpensePrivatePassengerOwnedByYou7,A 'private passenger auto' owned by you (Medical Expenses)
CA7Line,CA7PrivatePassengerPersonalInjuryProtectionEndoPPT,Personal Injury Protection,CA7MedicalExpenseOwnedAutoUnderCovForm7,An owned 'auto' under the Coverage Form's Covered Autos Liability Coverage (Medical Expenses)
CA7Line,CA7PrivatePassengerPersonalInjuryProtectionEndoPPT,Personal Injury Protection,CA7AnyMotorVehicleLicensePlateIssuedToYou1,Any motor vehicle to which are attached dealer's license plates issued to you
CA7Line,CA7PrivatePassengerPersonalInjuryProtectionEndoPPT,Personal Injury Protection,CA7WorkLossOwnedAutoUnderCovForm7,An owned 'auto' under the Coverage Form's Covered Autos Liability Coverage (Work Loss)
CA7Line,CA7PrivatePassengerPersonalInjuryProtectionEndoPPT,Personal Injury Protection,CA7MedicalExpenseOther7,Other Description
CA7Line,CA7PrivatePassengerPersonalInjuryProtectionEndoPPT,Personal Injury Protection,CA7AnyMotorVehicleOwnershipAcquiredByYou1,Any motor vehicle designated in the Declarations of the policy by the letters P.I.P. and a motor vehicle the ownership of which is acquired during the policy period by you as a replacement therefor
CA7Line,CA7PrivatePassengerPersonalInjuryProtectionEndoPPT,Personal Injury Protection,CA7WorkLossOwnedAutoOwnedByYou1,Owned by You (Work Loss)
CA7Line,CA7VehiclePIPZNR,Zone Rated Truck Personal Injury Protection,CA7PersonalInjuryProtection6,Personal Injury Protection Coverage
CA7Line,CA7VehiclePIPZNR,Zone Rated Truck Personal Injury Protection,CA7CovrdByWorkersCompensation5,Covered by Workers Compensation
CA7Line,CA7VehiclePIPZNR,Zone Rated Truck Personal Injury Protection,CA7PrincipalOperQualifiedNameInsrdHadWorkLossBene5,Exclusion Of Work Loss Benefits
CA7Line,CA7VehiclePIPZNR,Zone Rated Truck Personal Injury Protection,CA7WorkLossBenefits11,Work Loss Benefits Limit
CA7Line,CA7VehiclePIPZNR,Zone Rated Truck Personal Injury Protection,CA7ExclOfWorkLoss5,Work Loss Coordination Coverage
CA7Line,CA7VehiclePIPZNR,Zone Rated Truck Personal Injury Protection,CA7Ded61,Deductible
CA7Line,CA7VehiclePIPZNR,Zone Rated Truck Personal Injury Protection,CA7AccidentalDeathBenefit6,Accidental Death Benefits Coverage
CA7Line,CA7VehiclePIPZNR,Zone Rated Truck Personal Injury Protection,CA7FuneralExpenseBenefits11,Funeral Expense Benefits Limit
CA7Line,CA7VehiclePIPZNR,Zone Rated Truck Personal Injury Protection,CA7MedicalExpenseElimination5,Medical Expense Elimination Coverage
CA7Line,CA7VehiclePIPZNR,Zone Rated Truck Personal Injury Protection,CA7BasicFirstPartyBenefits5,First Party Benefits Coverage
CA7Line,CA7VehiclePIPZNR,Zone Rated Truck Personal Injury Protection,CA7PIPDed6,Deductible
CA7Line,CA7VehiclePIPZNR,Zone Rated Truck Personal Injury Protection,CA7ExclOfLossOfIncomeBenefits5,Exclusion Of Loss Of Income Benefits
CA7Line,CA7VehiclePIPZNR,Zone Rated Truck Personal Injury Protection,CA7MedicalExpenseBenefits11,Medical Expense Benefits Limit
CA7Line,CA7VehiclePIPZNR,Zone Rated Truck Personal Injury Protection,CA7CombinationFirstPartyBenefit6,Combination First Party Benefits Coverage
CA7Line,CA7VehiclePIPZNR,Zone Rated Truck Personal Injury Protection,CA7CovType96,Personal Injury Protection Coverage Type
CA7Line,CA7VehiclePIPZNR,Zone Rated Truck Personal Injury Protection,CA7RatingBasis10,Rating Basis
CA7Line,CA7VehiclePIPZNR,Zone Rated Truck Personal Injury Protection,CA7CovType63,Personal Injury Protection Coverage
CA7Line,CA7TerrorismLiabilityPPT_Ext,Terrorism - Liability,NA,NA
CA7Line,CA7FarmLaborContractorsTTT,Transportation Of Seasonal Or Migrant Agricultural Workers,CA7Ded45,Transportation Of Seasonal Or Migrant Farm Workers Liability Deductible
CA7Line,CA7FarmLaborContractorsTTT,Transportation Of Seasonal Or Migrant Agricultural Workers,CA7Fleet6,Transportation Of Seasonal Or Migrant Farm Workers Fleet
CA7Line,CA7FarmLaborContractorsTTT,Transportation Of Seasonal Or Migrant Agricultural Workers,CA7EquippedWithMechanicalLift1,Equipped with Mechanical Lift
