LOB,CoverageCode,CoverageName
GL7Line,GL7AddlInsdUsersGolfmobiles,Additional Insured - Users Of Golfmobiles
GL7Line,GL7AmendmentOfCovTerritoryWorldwideCovEDL,Amendment Of Coverage Territory - Worldwide
GL7Line,GL7ExclConstructionMngmtErrorsOmissions,Exclusion - Construction Management Errors And Omissions
GL7Line,GL7ExclFuneralServ,Exclusion - Funeral Services
GL7Line,GL7DisclosureOfPremiumEstimatedPremiumCertifiedAct,Disclosure Of Premium And Estimated Premium For Certified Acts Of Terrorism Coverage (Pursuant To Terrorism Risk Insurance Act)
GL7Line,GL7INChangesPerPersonLmtsOfInsGovSubdivisions,Indiana Changes - Per Person Limits of Insurance - Governmental Subdivisions
GL7Line,GL7PollutionClarifEndo_Ext,Pollution Clarification Endorsement
GL7Line,GL7GeneticallyModifiedOrganismExclProdsCompldOps,Genetically Modified Organism Exclusion
GL7Line,GL7ElectrDataLiabEndt,Electronic Data Liability
GL7Line,GL7AddlInsdVendorsAutomaticStatusWhenRequiredInAgr,Additional Insured - Vendors - Automatic Status When Required In Agreement
GL7Line,GL7CannabisActivityCovAggLimit,Cannabis Activity Coverage Aggregate Limit
GL7Line,GL7Druggists,Pharmacists
GL7Line,GL7PremiumAuditNoncomplianceChargeOwnersContractor,Premium Audit Noncompliance Charge
GL7Line,GL7UnintentionalOmissionDisclosure_Ext,Unintentional Omission or Disclosure
GL7Line,GL7ExclCovCMedPayLocClassLvl1,Exclusion - Coverage C - Medical Payments
GL7Line,GL7NYChangesBindingArbitration,New York Changes - Binding Arbitration
GL7Line,GL7AddlInsdVendors,Additional Insured - Vendors
GL7Line,GL7ExclDesignatedCannabisProds,Exclusion - Designated Cannabis Products
GL7Line,GL7VAPollutionExclNamedPerilLmtdExceptionForAShort,Virginia Pollution Exclusion - Named Peril Limited Exception For A Short-Term Pollution Event
GL7Line,GL7OptionalExtendedReportingPeriod_Ext,Optional Extended Reporting Period
GL7Line,GL7PolicyPremToMeetMin_Ext,Policy Premium to Meet Minimum
GL7Line,GL7ProfessionalLiabExclWebSiteDesigners,Professional Liability Exclusion - Web Site Designers
GL7Line,GL7TotalPollutionExclProdsCompldOps,Total Pollution Exclusion Endorsement
GL7Line,GL7ChangesNonBindingArbitration,Changes - Non-Binding Arbitration
GL7Line,GL7ExclExteriorInsulationAndFinishSystemsOwnersCon,Exclusion - Exterior Insulation And Finish Systems
GL7Line,GL7DiacetylRelatedSubExcl_Ext,Diacetyl And Related Substances Exclusion
GL7Line,GL7ProdsCompletedOpsHazardRedefined,Products/Completed Operations Hazard Redefined
GL7Line,GL7AmndmtOfLiquorLiabExclExcptnScheddActivs,Amendment Of Liquor Liability Exclusion - Exception For Scheduled Premises Or Activities
GL7Line,GL7AmendOccurrenceDefn_Ext,Amendment of Occurrence Definition
GL7Line,GL7OpioidsExclusion_Ext,Opioids Exclusion
GL7Line,GL7ExclExistenceOrMaintenanceOfStreetsRdsHwysOrBri,"Exclusion - Existence Or Maintenance Of Streets, Roads, Highways Or Bridges"
GL7Line,GL7ExclOfCertifiedActsOfTerrAndOtherActsOfTerr,Exclusion Of Certified Acts Of Terrorism And Exclusion Of Other Acts Of Terrorism Committed Outside The United States
GL7Line,GL7ExclDesignatedWork_Ext,Exclusion - Designated Work or Operations
GL7Line,GL7PesticideOrHerbicideApplicatorCovForPropertyInC,Pesticide Or Herbicide Applicator - Limited Pollution
GL7Line,GL7LmtdCovForLossOfElectrDataInvolvingEfficientPro,Washington - Limited Coverage For Loss Of Electronic Data Involving Efficient Proximate Cause (Defense Within Limits)
GL7Line,GL7ExclProfServices_Ext,Exclusion - Professional Services
GL7Line,GL7DefCosWithinNtAddLmtIns_Ext,Defense Costs Within and Not In Addition to Limit of Insurance
GL7Line,GL7ExclOfTerrNuclearBiologicalChemicalTerr,"Exclusion Of Terrorism Involving Nuclear, Biological Or Chemical Terrorism"
ProfessionalLiabilityLine,PLAddntlExcMgmtCns,Additional Exclusions - Management Consultants
ProfessionalLiabilityLine,PLConsProtLawExclusion,Consumer Protection Laws Exclusion
ProfessionalLiabilityLine,PLProfessionalLiability,Professional Liability
ProfessionalLiabilityLine,PLAbsExcluCoronaVirus,Absolute Exclusion For Coronavirus Disease (Covid-19)
ProfessionalLiabilityLine,PLFirstDollarDefenseAmendatory,First Dollar Defense Amendatory
ProfessionalLiabilityLine,PLAlaskaAtrnyFeesCvgNtcB,Alaska Attorney Fees Coverage Notice B
ProfessionalLiabilityLine,PLAlaskaAtrnyFeesCvgNtcA,Alaska Attorney Fees Coverage Notice A
ProfessionalLiabilityLine,AdditionalLocationEndorsement,Additional Location Endorsement
ProfessionalLiabilityLine,PLDisciplinaryProceedingsPayment,Disciplinary Proceedings Payment
ProfessionalLiabilityLine,PLAddtnlExcAntuTrst,Additional Exclusions Anti Trust
ProfessionalLiabilityLine,PLAddtnlExcActrlCns,Additional Exclusions - Actuarial Consultants
ProfessionalLiabilityLine,PLPreClaimAssistance,Pre-Claim Assistance
ProfessionalLiabilityLine,PLSpcfdSrvAndPrcdExc,Specified Services And/or Procedures Exclusion
ProfessionalLiabilityLine,PLGurntyFndNonprtpnNtc,Guaranty Fund Nonparticipation Notice
ProfessionalLiabilityLine,PLFeeDisputMitigation,Fee Dispute Mitigation
ProfessionalLiabilityLine,PLAmdDefOfPrfServToIncTchServ,Amended Definition of Professional Services To Include Technology Services
ProfessionalLiabilityLine,PLDsgntdLctnEndSpcfdRtractvDte,Designated Location Endorsement Specified Retroactive Date
ProfessionalLiabilityLine,PLRetroactiveDates,Retroactive Date(s)
ProfessionalLiabilityLine,PLPublicRelationsExpense,Public Relations Expense
ProfessionalLiabilityLine,PLDsgntdLctnEnd,Designated Location Endorsement
ProfessionalLiabilityLine,PLPrAndPndgClmOrLtgnExcEnd,Prior And Pending Claim or Litigation Exclusion Endorsement
ProfessionalLiabilityLine,PLExclsnUnisnsDubCns,Exclusion Uninsured Subconsultants
ProfessionalLiabilityLine,PLBdlyInjAndPrpDmgSublim,Bodily Injury And Property Damage Sublimit
ProfessionalLiabilityLine,PLSpcfcEtyExc,Specific Entity Exclusion
ProfessionalLiabilityLine,PLStsfctnOfGuamLnsRgln,Satisfaction Of Guam Surplus Lines Regulations
ProfessionalLiabilityLine,PLDeductible,Deductible
ProfessionalLiabilityLine,PLAddtnlExvPrntrsAndPub,Additional Exclusions Printers And Publishers
ProfessionalLiabilityLine,PLBusInterupandElectDataRestExp,Business Interruption and Electronic Data Restoration Expense
ProfessionalLiabilityLine,PLNetworkSecurityAndDataPrivacyLiability,Network Security and Data Privacy Liability
ProfessionalLiabilityLine,PLCaliforniaDsClsrNtc,California Disclosure Notice
ProfessionalLiabilityLine,PLAmdUnsolicitdCommExclusion,Amendment To The  Unsolicited Communications Exclusion
ProfessionalLiabilityLine,PLTexasCmplntNtc,Texas Complaint Notice
ProfessionalLiabilityLine,PLAddNmdInsuredEnd,Additional Named Insured Endorsement
ProfessionalLiabilityLine,PLPrivacyBreachExpenses,Privacy Breach Expenses
ProfessionalLiabilityLine,PLPremCmptn,Premium Computation (Receipts)
ProfessionalLiabilityLine,PLNmdInsrdMlngAddEnd,Named Insureds Mailing Address Endorsement
ProfessionalLiabilityLine,PLDyNtcOfCncln,30 Day Notice of Cancellation
ProfessionalLiabilityLine,PLAddtnlInsBlnkt,Additional Insured - Blanket
ProfessionalLiabilityLine,PLScfdOpsExc,Specified Operations Exclusion
ProfessionalLiabilityLine,PLSubpoena,Subpoena
ProfessionalLiabilityLine,PLAddtlInsSch,Additional Insured - Schedule
ProfessionalLiabilityLine,PLRicoExcln,Rico Exclusion
ProfessionalLiabilityLine,PLBdlyInjAndPrptyDmgExc,Bodily Injury And Property Damage Exclusion
ProfessionalLiabilityLine,PLCybrLiabExc,Cyber Liability Exclusion
ProfessionalLiabilityLine,PLAdditionalNamedInsuredEnd,Additional Named Insured Endorsement
ProfessionalLiabilityLine,PLTravlAgntsAddExc,Travel Agents Additional Exclusions
ProfessionalLiabilityLine,PLWrntyOfGnlLiabCvg,Warranty of General Liability Coverage
ProfessionalLiabilityLine,PLStsfctnCmnwltNrthnMarianaIsIndsSrplsLneReg,Satisfaction Of The Commonwealth Of The Northern Mariana Islands (CNMI) Surplus Lines Regulations
ProfessionalLiabilityLine,PLAddtnlExcRlEstApp,Additional Exclusions - Real Estate Appraisers
ProfessionalLiabilityLine,PLAttrnyProfLiabExc,Attorney Professional Liability Exclusion
ProfessionalLiabilityLine,PLClmExpInAddToLimOfLiabButAgg,Claim Expenses In Addition To Limits Of Liability
ProfessionalLiabilityLine,PLClmExpsInAddtnToLimOfLiab,Claim Expenses In Addition To Limits Of Liability- New Mexico
ProfessionalLiabilityLine,PLIndemnityPeriod,Indemnity Period (hrs)
ProfessionalLiabilityLine,PLDsgntdPrjExcsLimOfLiabEnd,Designated Project Excess Limits of Liability Endorsement
ProfessionalLiabilityLine,PLMediaLiability,Media Liability
ProfessionalLiabilityLine,PLAddtnlExcAuctnrs,Additional Exclusions - Auctioneers
ProfessionalLiabilityLine,PLAddtnLoctnEnd,Additional Location Endorsement
ProfessionalLiabilityLine,PLAddtnlNmdInsRtracyvDteAmd,Additional Named Insured Retroactive Date Amended
ProfessionalLiabilityLine,PLCyberLiabilityCoverageExtension,Cyber Liability Coverage Extension
ProfessionalLiabilityLine,PLLAddtnlExcRlEstApprs,Additional Exclusions Real Estate Appraisers
ProfessionalLiabilityLine,PLAddtnInsEndLmtd,Additional Insured Endorsement Limited
ProfessionalLiabilityLine,PLRegulatoryProceedingsCoverage,Regulatory Proceedings Coverage
ProfessionalLiabilityLine,PLAddtnlExcMrtgBrkrs,Additional Exclusions - Mortgage Brokers
ProfessionalLiabilityLine,PLFnclAdvInvCnclrAddExc,Financial Advisors Investment Counselors Additional Exclusions
ProfessionalLiabilityLine,PLCvgLimNmdInsBusDesc,Coverage Limitation-Named Insured's Business Description
ProfessionalLiabilityLine,PLOfacAdvisoryNotice,OFAC Advisory Notice
ProfessionalLiabilityLine,PLAddtnlInsEnd,Additional Insured Endorsement
ProfessionalLiabilityLine,PLAmndmntOfNmdInsrdBsnsDscrptn,Amendment of Named Insured's Business Description
ProfessionalLiabilityLine,PLRetroactiveDateAmended,Retroactive Date Amended
ProfessionalLiabilityLine,NamedInsuredEndorsement,Named Insured Endorsement
ProfessionalLiabilityLine,PLAddtnlExcClmAdjts,Additional Exclusions - Claims Adjusters
EPLine,EPLExcWageAndHourClaimDefenseCostsSublimit_Ext,Wage and Hour Claim Defense Costs Sublimit Endorsement - Specific State Exclusion - Unavailable
EPLine,EPLAddInsuredPersonAdvisoryBoardMemberEndoCond_Ext,Add Insured Person Endorsement (Advisory Board Member)
EPLine,EPLAddSubPriPenLitDTEndCov_Ext,Add Subsidiary with Prior and Pending Litigation Date Endorsement
EPLine,EPLAddSenLivOutEntityEndoCov_Ext,Add Senior Living Outside Entity Endorsement (Fill Entity Name)
EPLine,EPLDefenseCostCov,Separate Defense Cost
EPLine,EPLPartSubsEndCov_Ext,Limited Partnership as Subsidiary Endorsement
EPLine,EPLExcSpecificEntityForThirdPartyWrongful_Ext,Specific Entity Exclusion Endorsement (Third Party Wrongful Acts Only) - Unavailable
EPLine,EPLExclWageHourClaimDefenseCostsSublimit_Ext,Wage and Hour Claim Defense Costs Sublimit Endorsement - Specific State Exclusion
EPLine,EPLDeletePolicyYrAndPolicyPeriodEndoCond_Ext,Delete Policy Year and Amend Policy Period Endorsement
EPLine,EPLExcAmendAntitrustEndorsement_Ext,Amend Antitrust Exclusion Endorsement - for Provider Selection
EPLine,EPLAddSenLivOutEtyEntCov_Ext,Add Senior Living Outside Entity Endorsement
EPLine,EPLExtReportPeriodCond_Ext,Extended Reporting Period (ERP)
EPLine,EPLAddOrgPrActSubLtSeRtEndCov_Ext,"Add Organization with Prior Acts Exclusion, Sublimit, and Separate Retention Endorsement"
EPLine,EPLTPLMassClassActionCov,Third Party Class or Mass Action Claim
EPLine,EPLSharingOfLimitsCond_Ext,Sharing of Limits
EPLine,EPLAmendItemsRetentionCond_Ext,Amend Items 4 (B) 1 And 4 (B) 2 Retentions Endorsement - Class or Mass Retention
EPLine,EPLSpecificMatterExclEndoCond_Ext,Specific Matter Exclusion Endorsement - Unavailable
EPLine,EPLSemiClaimsBordereauReportingEndoCond_Ext,Semi-Annual Claims Bordereau Reporting Endorsement
EPLine,EPLAddSubsidLitigDatePriorExclEndoSchedCond_Ext,Add Subsidiary with P&P Litigation Date and Prior Acts Exclusion Endorsement
EPLine,EPLAmndPolicyTermNonpaymentPremCond_Ext,Amends Policy Termination Nonpayment of Premium
EPLine,EPLExcCorrectionalPrisonOperations_Ext,Correctional/Prison Operations Exclusion Endorsement
EPLine,EPLAddSubsidiaryLitigationDateEndoCond_Ext,Add Subsidiary with Prior and Pending Litigation Date Endorsement
EPLine,EPLWaiverOfChangeInCtrlEndoSchedCond_Ext,Waiver of Change in Control Endorsement
EPLine,EPLExtdRepoPeriodCov_Ext,EPL Extended Reporting Period - Unavailable
EPLine,EPLAmendClaimEndorsementCov_Ext,Amend Claim Endorsement
EPLine,EPLExcPriorActsEndorsement_Ext,Prior Acts Exclusion Endorsement
EPLine,EPLExcPrivacyBiometricsEndo_Ext,Privacy and Biometrics Exclusion Endorsement
EPLine,EPLHighWageEarnerCov,High Wage Earner
EPLine,EPLDeleteEndorsGTCCond_Ext,GTC Delete Endorsement
EPLine,EPLIndpendentMedProv,Independent Medical Provider
EPLine,EPLAddSubsidiaryEndoMngmentCompCov_Ext,Add Subsidiary Endorsement (Management Company)
EPLine,EPLAddSenLivOutEtyEntAdmCov_Ext,Add Senior Living Outside Entity Endorsement (Admiral)
EPLine,EPLImmigrationSubLmtEndo_Ext,Immigration Sublimit Endorsement
EPLine,EPLPreAppCounEndCov_Ext,Pre-Approved Counsel Endorsement - Unavailable
EPLine,EPLDeleteEndorsementCond_Ext,Delete Endorsement
EPLine,EPLAmendItemsClassMassRetentionsEndoCond_Ext,Amend Items 4 (B) 1 And 4 (B) 2 Retentions Endorsement - Class or Mass Retention
EPLine,EPLAddSubPrirPendLtgtnDateEndoCond_Ext,Add Subsidiary with Prior & Pending Litigation Date Endorsement
EPLine,EPLSelDefCoPreApCounEndCov_Ext,Selection of Defense Counsel with Pre-Approved Counsel Endorsement - Unavailable
EPLine,EPLWageHourExpCov,Wage and Hour Exposure
EPLine,EPLClassOrMassAmendRtnEndorsementCond_Ext,Class or Mass Action and Amend Section VII Retentions Endorsement
EPLine,EPLCappingOfLmtsEndoCond_Ext,Capping of Limits Endorsement
EPLine,EPLImmigrationSublimitEndo_Ext,Immigration Sublimit Endorsement
EPLine,EPLQrtrlyClaimsBordereauReportingEndoCond_Ext,Quarterly Claims Bordereau Reporting Endorsement
EPLine,EPLAmndDeclarToCorrectErrorEndoSchedCond_Ext,Amend Declarations Endorsement (To Correct Error at Issuance)
EPLine,EPLIncrdLmtAmndPPLtgnDtEndCon_Ext,Increased Limit and Amend Prior & Pending Litigation Date Endorsement
EPLine,EPLExtPolPeriodSpecCovSectnCond_Ext,Extended Policy Period for Specified Coverage Section Endorsement
EPLine,EPLAmndItemDeclarationsEndoSchedCond_Ext,Amend Item 1 of the Declarations Endorsement
EPLine,EPLAmendTPWrongfulActEndorsementCond_Ext,Amend Third Party Wrongful Act Endorsement
EPLine,EPLSuccessorIntrtEndoCond_Ext,Successor in Interest Endorsement
EPLine,EPLStateSpecificEndorsement_Ext,State Specific EPL Retention Endorsement
EPLine,EPLIncrLtAmdPriPenLitDtEndCov_Ext,Increased Limit and Amend Prior & Pending Litigation Date Endorsement
EPLine,EPLSelectionOfDefenseCounselEndorsementCond_Ext,Selection of Defense Counsel Endorsement
EPLine,EPLAmendBIPDExclusionEndorsementCov_Ext,Amend BI/PD Exclusion Endorsement
EPLine,EPLWaiverOfChangeInCtrlEndoCond_Ext,Waiver of Change in Control Endorsement - Unavailable
EPLine,EPLMassClassActionCov,Class or Mass Action Claim
EPLine,EPLSplitPriorPendingLitigationDateEndoTPClaimsCond_Ext,Split Prior & Pending Litigation Date Endorsement  - Third Party Claims
EPLine,EPLWgeHrClmDefCostSubEndCov_Ext,Wage and Hour Claim Defense Costs Sublimit Endorsement
EPLine,EPLClassOrMassActionEndorsementCond_Ext,Class or Mass Action Endorsement
EPLine,EPLSelectionOfDefCounEndo_Ext,Selection of Defense Counsel Endorsement
EPLine,EPLQuoteLetterCond_Ext,Quote Letter
EPLine,EPLWorkplaceViolenceExpesReimburEndoCov_Ext,Workplace Violence Event Expense Reimbursement Sublimit Endorsement
EPLine,EPLAmndDeclarPremEndoCond_Ext,Amend Declarations - Premium Endorsement
EPLine,EPLAmendPPLitigationDateEndoCond_Ext,Amend P&P Litigation Date Endorsement (Increased EPL Liability Aggregate Limit)
EPLine,EPLExcAmendClaimEndorsement_Ext,Amend Definition of Claim (Delete Paragraph D)
EPLine,EPLEmpPracticesLiabCov,Employment Practices Liability
EPLine,EPLExcAmendClaimParaCEndorsement_Ext,Amend Definition of Claim (Replace Paragraph C)
EPLine,EPLSpecificMatterExclEndoSchedCond_Ext,Specific Matter Exclusion Endorsement
EPLine,EPLRunOffWindUpCov_Ext,EPL Runoff with Windup Coverage
EPLine,EPLAmndSectionExtendReprtEndoCond_Ext,Amend Section XII Extended Reporting Period Endorsement
EPLine,EPLSpecificEntityExclEndoCond_Ext,Specific Entity Exclusion Endorsement
EPLine,EPLAddSubsidiaryEndoSchedCond_Ext,Add Subsidiary Endorsement
EPLine,EPLExcAmendBIPDEndorsement_Ext,Amend BI/PD Exclusion Endorsement - Sublimit
EPLine,EPLAmndRetentionsStateSpecificCond_Ext,Amend Retentions - State Specific Endorsement
EPLine,EPLLmtdLiabPartSubsEndCov_Ext,Limited Liability Partnership As Subsidiary Endorsement
EPLine,EPLFinancialStrengthEndoCond_Ext,Financial Strength Endorsement
EPLine,EPLAmndDefinitionOfApplicationCond_Ext,Amend Definition of Application
EPLine,EPLAmndDeclarToCorrectErrorEndoCond_Ext,Amend Declarations Endorsement (To Correct Error at Issuance) - Unavailable
EPLine,EPLEtyCoDefEndViLiabSubLtCov_Ext,Entity Co-defendant Endorsement (Vicarious Liability) - Sublimit
EPLine,EPLAddSubsidiaryEndoSeniorLivingFacilityCov_Ext,Add Subsidiary Endorsement (Senior Living Facility)
EPLine,EPLAddSubsidiaryEndoCond_Ext,Add Subsidiary Endorsement - Unavailable
EPLine,EPLAddSubsidLitigDatePriorExclEndoCond_Ext,Add Subsidiary with P&P Litigation Date and Prior Acts Exclusion Endorsement - Unavailable
EPLine,EPLHighWageEarnerEndorsementCond_Ext,High Wage Earner Endorsement
EPLine,EPLExcSpecificEntityForTPWrongful_Ext,Specific Entity Exclusion Endorsement (Third Party Wrongful Acts Only)
EPLine,EPLExcSpecificEntityEndorsement_Ext,Specific Entity Exclusion Endorsement - Unavailable
EPLine,EPLStateAmndInconsistEndoCond_Ext,State Amendatory Inconsistency Endorsement
EPLine,EPLExcAmendBIPDDeleteUnauthorized_Ext,Amend BI/PD Exclusion and Delete Unauthorized Access of Employee Privacy Information Endorsement
EPLine,EPLAddMngmentCompOutsideEntityEndoCov_Ext,Add Management Company Outside Entity Endorsement
EPLine,EPLPreApprvCounEndCov_Ext,Pre-Approved Counsel Endorsement
EPLine,EPLKnownWrongfulActsExclEndoSchedCond_Ext,Known Wrongful Acts Exclusion Endorsement
EPLine,EPLNonPyrmdOfLmtsEndoCond_Ext,Non-Pyramiding of Limits Endorsement
EPLine,EPLExcSpecificEntityEndo_Ext,Specific Entity Exclusion Endorsement
EPLine,EPLAmendSectionRetentionsEndorsementCond_Ext,Amend Section VII(B) Retentions Endorsement
EPLine,EPLAmndItemDeclarationsEndoCond_Ext,Amend Item 1 of the Declarations Endorsement - Unavailable
EPLine,EPLAmendRepresentSeverabilityCond_Ext,Amend Representations and Severability
EPLine,EPLSelDefConclPreApprvCounEndCov_Ext,Selection of Defense Counsel with Pre-Approved Counsel Endorsement
EPLine,EPLLmtLiabPartNmdInsEndCov_Ext,Limited Liability Partnership as Named Insured Endorsement
EPLine,EPLDutyToDefendCond_Ext,Duty to Defend
